source,target,id,developer_comments
tip_explanation#078,"A small island located to the northeast of Hitogashima Island.
Its western side features tombolo topography,
allowing one to walk across from Hitogashima Island only during low tide.
Though not large, it boasts war ruins, remains of a stone quarry, and a cave along the coast previously used as an ascetic training ground.",tip_explanation#078,虎島
tip_title#079,Ryunosuke Nagumo,tip_title#079,南雲竜之介
tip_explanation#079,"A highly mysterious woman who can fight on more than equal footing against the Shadows with superhuman reflexes.
She appeared to save Shinpei.
She shares a name with the sci-fi author Shinpei is a huge fan of,
and her trademarks are a ponytail and glasses.
She looks exactly like the woman he met on the ferry, but it seems this is their first meeting.",tip_explanation#079,南雲竜之介
tip_title#080,Mysterious Shadow,tip_title#080,謎の影
tip_explanation#080,"A mysterious Shadow that appeared on the night of the festival.
It possesses a massive frame and four arms.
Its true identity and goals are unknown.
Could it be the boss of the Shadows?",tip_explanation#080,謎の影
tip_title#081,Mysterious Handprint,tip_title#081,謎の手形
tip_explanation#081,"The mark where Shiori's Shadow grabbed Shinpei's arm,
seen within the memories of the 21st that Ushio showed him.
It remains in the shape of a handprint and can never be erased.
It doesn't hurt, but its exact effects are still unknown.",tip_explanation#081,謎の手形
tip_title#082,Narezushi,tip_title#082,なれ寿司
tip_explanation#082,"A traditional local dish passed down from ancient times.
It is said to be the roots of modern sushi,
but it generates its sourness through fermentation rather than using vinegar.
In Wakayama, mackerel and saury are famous.
It is said to boast a history of 1,000 years.",tip_explanation#082,なれ寿司
tip_title#083,2 Seconds Ahead,tip_title#083,２秒先
tip_explanation#083,"Ryunosuke has the ability to see the future. When Ryunosuke's data, which burst out of Haine 14 years ago, was printed onto Hizuru's body, an irregular accident caused the coordinates on the time axis to misalign. Ryunosuke was operating Hizuru from a future 2 seconds ahead. By inheriting Ryunosuke's data, Shinpei has also become capable of this 2-second future precognition.",tip_explanation#083,２秒先
tip_title#084,News Flash,tip_title#084,ニュース速報
tip_explanation#084,"Indiscriminate Terrorism in Wakayama City? (24th, 20:21)
[Wakayama Dispatch] Numerous reports have poured in regarding indiscriminate terrorism at a live concert venue in Wakayama City/Hitogashima Island. The Hitogashima Summer Festival is underway at the Hitogashima Shrine, where the incident occurred, but with no contact with the site, the extent of the damage among attendees remains unknown.",tip_explanation#084,ニュース速報
tip_title#085,Swampman (Novel),tip_title#085,沼男（小説）
tip_explanation#085,"A novel published by Yotobari Publishing on September 15, 2015. Author: Ryunosuke Nagumo. Hizuru Sagimori believes her family has been replaced by duplicates. A girl resembling her appears and kills her. Explores identity through a doppelgänger's murder. [Summarized - see notes]",tip_explanation#085,沼男（小説）
tip_title#086,Swampman (Philosophy),tip_title#086,沼男（哲学）
tip_explanation#086,"A thought experiment by Donald Davidson. A lightning strike destroys a man in a swamp; the tree mirrors his form and memories. The replica replaces him, interacting seamlessly. No one detects the change. This entity is termed ""Swampman. [Summarized - see notes]",tip_explanation#086,沼男（哲学）
tip_title#087,Sayuri Negoro,tip_title#087,根来小百合
tip_explanation#087,"A nurse working at the Hishigata Clinic. 38 years old. Lives with her husband.
She is skilled at drawing blood, and the islanders praise her for being completely painless.
She practiced classical ballet from kindergarten through middle school,
and prides herself on her flexibility.
Her husband Daisuke is a systems engineer, originally from Hitogashima Island.",tip_explanation#087,根来小百合
tip_title#088,Kaoru Nezu,tip_title#088,根津薫
tip_explanation#088,"Ginjiro Nezu's wife.
Two months ago, she went to do farm work, and when she returned, she was a Shadow.
She is pinned to the wall with a nail gun he fired on reflex.
Unable to deal the finishing blow to a Shadow that has the appearance and memories of his beloved wife, Nezu agonized in conflict.",tip_explanation#088,根津薫
tip_title#089,Ginjiro Nezu ①,tip_title#089,根津銀次郎①
tip_explanation#089,"A stubborn, artisan-minded, one-eyed hunter.
He knows the topography, flora, and fauna of Hitogashima Island inside and out.
He seems to know about the Shadows as well.
He is also a master marksman.",tip_explanation#089,根津銀次郎①
tip_title#090,Ginjiro Nezu ②,tip_title#090,根津銀次郎②
tip_explanation#090,"A one-eyed hunter and master marksman.
He knew many truths about the Shadows, beyond just rumors and legends.
He was the collaborator Hizuru Minakata had mentioned as the true identity of the novelist Ryunosuke Nagumo; a trustworthy figure.",tip_explanation#090,根津銀次郎②
tip_title#091,Stray Shadow,tip_title#091,野良影
tip_explanation#091,"Not all Shadows act with a specific purpose in mind.
There appear to be stray Shadows wandering aimlessly without a goal.
Compared to normal Shadows, their copying accuracy seems lacking,
but is there a reason for this?",tip_explanation#091,野良影
tip_title#092,Haine ①,tip_title#092,ハイネ①
tip_explanation#092,"The young girl in the red kimono floating above the island on the night of the festival.
The four-armed Shadow referred to her as ""Mother,""
but Ryunosuke Nagumo called her Haine.",tip_explanation#092,ハイネ①
tip_title#093,Haine ②,tip_title#093,ハイネ②
tip_explanation#093,"The true identity of Hitogashima Island's god, Hiruko-no-Mikoto,
and the mother of the Shadows.
She resides in a cave deep underground.
In contrast to her dignified demeanor, her face is wrapped in bandages and she receives blood transfusions. She recognizes Ushio as a traitor.",tip_explanation#093,ハイネ②
tip_title#094,Haine ③,tip_title#094,ハイネ③
tip_explanation#094,"Haine and Hizuru were once friends.
However, losing her ego to hunger, Haine ended up eating Ryunosuke.
Agonizing with guilt, Haine's persona burst out along with the stolen right eye,
and she vanished without a trace.
Her right eye has still not been found even 14 years later.",tip_explanation#094,ハイネ③
tip_title#095,Haine ④,tip_title#095,ハイネ④
tip_explanation#095,"Hiruko's fate began when she washed up as a whale on Omoto Beach, disrupting Haine and Shide's destiny. Though experiencing human love, Haine endured greed-driven suffering. Human-Shadow coexistence proved impossible. After 300 years of hardship, she sought to erase all memories—love, beauty, the encounter itself. [Summarized - see notes]",tip_explanation#095,ハイネ④
tip_title#096,Hoine ①,tip_title#096,波稲①
tip_explanation#096,"Split from Haine's ego 14 years ago; took right eye, fled sea. Drifted for 14 years, mimicking marine life until drawn back by Haine's Summer Festival signal. Copied Ushio during cleanup drive, now resides within her. [Summarized - see notes]",tip_explanation#096,波稲①
tip_title#097,Hoine ②,tip_title#097,波稲②
tip_explanation#097,"Real name Hoine Karikiri.
A fisherman's daughter who lived on Hitogashima Island 300 years ago.
She was copied and eaten by a whale (Hiruko) that washed ashore on the beach.
Afterward, Hiruko came to be worshiped as a god,
and was joined with Shidehiko Hishigata. From then on, Shidehiko assumed the Karikiri surname.",tip_explanation#097,波稲②
tip_title#098,Haine's Handprint,tip_title#098,ハイネの手形
tip_explanation#098,"Haine possessed the ability to loop freely.
However, because the world chosen by the observer Shinpei is deemed official history,
she struggled to pinpoint the exact world Shinpei chose from among countless parallel worlds.
But things are different now.
The handprint left on Shinpei's arm serves as an indelible mark, and relying on it,
she can immediately find the world Shinpei travels to.",tip_explanation#098,ハイネの手形
tip_title#099,Hacking,tip_title#099,ハッキング
tip_explanation#099,"Based on her experience of nearly having her mind tampered with by Haine in the Hiruko Cave,
Ushio figured that if she traced Haine's invasion route backward,
she might be able to erase Haine.
Using that sensation as a hint, she learned to sever the connection between a Shadow and Haine
by tampering with the inside of the Shadow's head. By using this, she can free a Shadow from Haine's control.",tip_explanation#099,ハッキング
tip_title#100,Shun Hamaji,tip_title#100,浜路俊
tip_explanation#100,"The son of the souvenir shop ""Hamaji Store."" A fifth-grade elementary school student.
A mischievous and rough personality. He hates shiitake mushrooms.
He frequently plays with his sister Akari (5), his schoolmate Shiori Kobayakawa,
and Teru Todai. For what it's worth, Teru's parents run the cafe ""Todai.""",tip_explanation#100,浜路俊
tip_title#101,Panta-sensei,tip_title#101,パン太先生
tip_explanation#101,"The mascot character for the personal blog ""Pantaro Yurahama's Ruins Explorations."" The admin visited ruins in various regions and posted photos and reports, always carrying around a stuffed animal they named Panta-sensei. In 2008, an article about the old ward of the Hishigata Clinic was published. It seems they would revisit ruins they took a liking to, but updates suddenly ceased at a certain point. The blog remains abandoned even years later.",tip_explanation#101,パン太先生
tip_title#102,Hishigata Clinic,tip_title#102,菱形医院
tip_explanation#102,"The sole medical institution on Hitogashima Island. Located at the foot of the central mountains. Its history is extremely long, tracing its roots all the way back to the Edo period. Remote islands often face issues with a shortage of doctors and equipment, but Hishigata Clinic performs everything from internal medicine to surgery, supporting the lives of the residents. The clinic director, Seidou Hishigata, commands deep trust from the islanders.",tip_explanation#102,菱形医院
tip_title#103,Hishigata Clinic Old Ward,tip_title#103,菱形医院旧病棟
tip_explanation#103,"The ward used by Hishigata Clinic until around 1960.
It is no longer in use today,
but half a century has passed without it being demolished.
It sits on land owned by the Hishigata family on Mt. Takanosu.
The decaying ruins have made a name for themselves outside the prefecture as a haunted spot.",tip_explanation#103,菱形医院旧病棟
tip_title#104,Hishigata Family Album,tip_title#104,菱形家のアルバム
tip_explanation#104,"An old album belonging to the Hishigata family.
It is so old that even Sou cannot find any familiar faces in it.
Since all the photos inside are in black and white,
it is believed to be from over half a century ago.",tip_explanation#104,菱形家のアルバム
tip_title#105,Shidehiko Hishigata,tip_title#105,菱形紙垂彦
tip_explanation#105,"The founder and first director of the Hishigata Clinic.
The Hishigata family has overseen Hitogashima Island's rituals since ancient times,
but in the mid-Edo period, Shidehiko's father began medical practices, forming the origins of the Hishigata Clinic.
Later, a branch of the Hishigata family split off to become the present-day Karikiri family.",tip_explanation#105,菱形紙垂彦
tip_title#106,Seidou Hishigata ①,tip_title#106,菱形青銅①
tip_explanation#106,"The director of the Hishigata Clinic, and Sou and Tokiko's father.
He single-handedly shoulders the medical care of Hitogashima Island,
and was present for the police autopsy when Ushio died in a marine accident.
He holds a very high level of trust from the islanders.",tip_explanation#106,菱形青銅①
tip_title#107,Seidou Hishigata ②,tip_title#107,菱形青銅②
tip_explanation#107,"The director of the Hishigata Clinic, and the biological father of Sou and Tokiko.
The Hishigata Clinic collaborated with Haine, and his wife Chitose was a Shadow.
Haine's goal is to return to her homeland.
In that country, which only Shadows can reach, time does not flow.
Seidou was cooperating in order to take his ailing wife and children there
so they could live eternally.",tip_explanation#107,菱形青銅②
tip_title#108,Sou Hishigata,tip_title#108,菱形窓
tip_explanation#108,"Born November 20, 2000 (17). Blood type O. Son of Hishigata Clinic on Hitogashima Island. Attends Same High School as Ushio; studies for med school. Shinpei's lifelong best friend since transfer student days. Befriended Shinpei after initiating chats. Self-conscious around Mio, whom he likes for her kindness. Struggles with father-son dynamics. [Summarized - see notes]",tip_explanation#108,菱形窓
tip_title#109,Chitose Hishigata ①,tip_title#109,菱形千登勢①
tip_explanation#109,"Sou and Tokiko Hishigata's mother.
Married to Seidou, the director of Hishigata Clinic.
She suffers from a heart condition and lives using a wheelchair.
A donor was found five years ago, but she did not fully recover,
and continues to battle the illness today.
She possesses an extremely kind, family-oriented personality. Sou, Tokiko, and Seidou all cherish Chitose dearly.",tip_explanation#109,菱形千登勢①
tip_title#110,Chitose Hishigata ②,tip_title#110,菱形千登勢②
tip_explanation#110,"Sou and Tokiko's mother.
Chitose spent a long time battling illness.
Sou believed her recovery progressed because a donor was found.
But in reality, she was able to exist because Seidou asked Haine
to turn her into a Shadow.",tip_explanation#110,菱形千登勢②
tip_title#111,Tokiko Hishigata ①,tip_title#111,菱形朱鷺子①
tip_explanation#111,"Born June 25, 2002. 16 years old, Blood type O.
Sou's younger sister. Childhood friend and best friend to Mio Kofune.
Currently a high school freshman attending a prefectural high school on the mainland.
Highly intelligent with top grades, but physically weak and poor at sports.
She holds a particular disdain for marathons.
She knows how to put on a kimono by herself.",tip_explanation#111,菱形朱鷺子①
tip_title#112,Tokiko Hishigata ②,tip_title#112,菱形朱鷺子②
tip_explanation#112,"Sou Hishigata's younger sister, and Mio Kofune's best friend.
According to Ushio,
Tokiko was conversing with the four-armed Shadow during the tragedy on the 24th.
Judging from the conversation, the four-armed Shadow seemed to break a promise with Tokiko,
though the truth of the matter remains uncertain.",tip_explanation#112,菱形朱鷺子②
tip_title#113,Tokiko Hishigata ③,tip_title#113,菱形朱鷺子③
tip_explanation#113,"The person they met in the Hiruko Cave was Sou's younger sister, Tokiko.
The real Tokiko, not a Shadow.
The giant stray Shadow she subjugated captured Ushio.
It seems she is trying to hand Ushio over to Hiruko-sama,
but why is she siding with the Shadows?",tip_explanation#113,菱形朱鷺子③
tip_title#114,Hizuru's Deductive Reasoning,tip_title#114,ひづるの推理力
tip_explanation#114,"Despite being in a state where she couldn't communicate smoothly,
Hizuru deduced Shinpei and the others' positions and circumstances.
It seems her outstanding deductive reasoning
had already been cultivated since her middle school days.",tip_explanation#114,ひづるの推理力
tip_title#115,Save Hizuru,tip_title#115,ひづるを救え
tip_explanation#115,"July 23rd, just before 11:00 AM. Due to Shadow Shinpei's machinations, Hizuru and the others were split into two groups. After saving Mio and Sou, Shinpei rushed to Torashima (Tiger Island) to help Hizuru. But it was already too late; Hizuru was on the verge of drawing her last breath. If only he had arrived faster, he would have made it in time. Believing this, Shinpei places his bets on the next loop.",tip_explanation#115,ひづるを救え
tip_title#116,Hitogashima Island,tip_title#116,日都ヶ島
tip_explanation#116,"Island in Kitan Strait; part of Wakayama City, Wakayama Prefecture. 5.3 km² area, ~700 residents. Primary industries: tourism, fishing; local specialties include mugwort mochi and salted squid guts. Hiruko legend and Meiji-era gun battery ruins are key attractions. Residents use Hitogashima Steamship Company ferries for mainland commutes. [Summarized - see notes]",tip_explanation#116,日都ヶ島
tip_title#117,Hitogashima Island Port,tip_title#117,日都ヶ島港
tip_explanation#117,"Located on Hitogashima Island's northern side, it serves as the sole ferry terminal linking mainland. Used by tourists and locals for travel, shopping, work/school commutes. Mountains dominate most of island; flat land surrounds port & southern Omoto Beach, where residential zones form concentric rings. [Summarized - see notes]",tip_explanation#117,日都ヶ島港
tip_title#118,Hitogashima Elementary & Middle School,tip_title#118,日都ヶ島小中学校
tip_explanation#118,"The island's only school, attended by the elementary and middle schoolers of Hitogashima Island. The facilities surround the schoolyard with the main gate to the east, the school building to the north, the gymnasium to the west, and the pool situated to the south. The path alongside the pool leads to the islanders' private beach. Due to the size of the grounds and the sturdiness of the buildings, it is designated as the island's evacuation shelter.",tip_explanation#118,日都ヶ島小中学校
tip_title#119,Hitogashima Island Lighthouse,tip_title#119,日都ヶ島灯台
tip_explanation#119,"A lighthouse standing on the southwest side of Hitogashima Island.
It was established in the early Meiji era based on the Osaka Treaty,
signed to ensure the safe navigation of foreign ships.
It stands 12 meters tall, and its light can reach up to 38 kilometers away.
Owing to its high historical value, it remains a popular tourist spot today.",tip_explanation#119,日都ヶ島灯台
tip_title#120,Hitogashima Shrine,tip_title#120,日都神社
tip_explanation#120,"Enshrined on a hill overlooking the Hitogashima Island Port at 1-chome Hitomachi, Wakayama City.
The sacred forest continues into the pristine woods in the eastern part of Hitogashima Island.
Erected in 1732 (Kyoho 17). At the time, it was written as ""Hito Shrine.""
Generations of the Karikiri family have served as the chief priests.
It is famous for the ""Umi-okuri"" ritual held every year in summer and winter.",tip_explanation#120,日都神社
tip_title#121,Hitogashima Summer Festival,tip_title#121,日都夏祭り
tip_explanation#121,"One of Hitogashima Island's largest summer events at the Hitogashima Shrine. Held July 24, 2018, with a portable shrine procession, fireworks, and Umi-okuri. The shrine travels to Omoto Beach, collects trash, returns, and burns it. A unique tradition drawing hundreds of tourists annually. [Summarized - see notes]",tip_explanation#121,日都夏祭り
tip_title#122,Kanae Hitobuchi,tip_title#122,人渕かなえ
tip_explanation#122,"A teacher at Hitogashima Elementary & Middle School. Nicknamed ""Bucchi."" 58 years old. Taught most local residents for decades. Gentle, straightforward mentor beloved by students. Husband Nobuo works in postal service; sons Kenichi and Yuji serve at town hall. Cheerful household with all family members smiling. [Summarized - see notes]",tip_explanation#122,人渕かなえ
tip_title#123,Hiruko-sama,tip_title#123,ヒルコ様
tip_explanation#123,"The nickname for the Hitogashima Shrine situated in the northern part of the island.
It derives from Hiruko-sama, the god of bountiful fishing enshrined at Hitogashima Shrine.
Various legends surrounding Hiruko-sama are passed down on Hitogashima Island.
Before the war, when Shadow Sickness was prevalent,
it is said that those who fell ill were purified by Hiruko-sama.",tip_explanation#123,ヒルコ様
tip_title#124,Statue of Hiruko,tip_title#124,ヒルコ像
tip_explanation#124,"A wooden carved statue placed in the operating room of the Hishigata Clinic Old Ward. It holds a fish under its left arm. According to the Kojiki, Hiruko is recognized as the first god born between Izanagi and Izanami during the creation of the land, but was deemed ""an imperfect child"" and cast away into the sea immediately after birth. Since the name is sometimes written as ""Water Leech Child,"" some theories interpret this to mean its limbs were deformed like a leech.",tip_explanation#124,ヒルコ像
tip_title#125,Hiruko Legend ①,tip_title#125,ヒルコ伝承①
tip_explanation#125,"In 1732 (Kyoho 17), Onogoro Island faced starvation during the Great Kyoho Famine. A whale washed ashore, revered by islanders as a castaway god's gift. When a fisherman's daughter approached, the corpse blazed brightly, transforming into her exact replica before devouring her. [Summarized - see notes]",tip_explanation#125,ヒルコ伝承①
tip_title#126,Hiruko Legend ②,tip_title#126,ヒルコ伝承②
tip_explanation#126,"Terrified of a curse, islanders enshrined the being in daughter's form as Hiruko-sama, building an underground chamber where he resided—thus creating the Hiruko Cave. His first act post-transformation was consuming human flesh, demanding sacrifices thereafter but granting bountiful catches. Onogoro Island later renamed itself Hitogashima (People Island), evolving into its current spelling. [Summarized - see notes]",tip_explanation#126,ヒルコ伝承②
tip_title#127,Hiruko Cave,tip_title#127,ヒルコ洞
tip_explanation#127,"A vast subterranean space spreads out beneath Hitogashima Island.
Hitogashima Island's guardian deity, Hiruko-sama, is said to have settled there after washing ashore on the island, earning it the name Hiruko Cave.
It is said there used to be an entrance in the western part of the island that appeared only at low tide,
but it was allegedly sealed off when the military developed the port during the Sino-Japanese War.",tip_explanation#127,ヒルコ洞
tip_title#128,Temporary Ferry Schedule,tip_title#128,フェリーの臨時ダイヤ
tip_explanation#128,"The final regular ferry for Hitogashima Steamship is the 18:30 departure from Hitogashima Island,
but extra ferries run on the day of the Summer Festival when many tourists visit.

Departs Kada Port  Departs Hitogashima
19:00       19:30
20:00       20:30
21:00       21:30
22:00       22:30",tip_explanation#128,フェリーの臨時ダイヤ
tip_title#129,Bird's-Eye View,tip_title#129,フカン
tip_explanation#129,"Shinpei Ajiro's habit.
Having another version of himself observe him from a high vantage point,
to view things with a broad perspective.
By taking a bird's-eye view to oversee his own position and the surrounding situation,
Shinpei maintains cool-headed thinking at all times, notices things that are hard to catch,
and has lived his life without getting depressed even when making mistakes.",tip_explanation#129,フカン
tip_title#130,Plan B,tip_title#130,プランＢ
tip_explanation#130,"The operation to eliminate the Shadows that replaced the Kobayakawa family.
Initially, Plan A envisioned Hizuru storming in and eradicating them left and right,
but it was changed to Plan B because the daughter, Shiori, slipped away.
The new plan positions Shinpei and Nezu on standby
along Shiori's escape route, where they will intercept her as she flees.",tip_explanation#130,プランＢ
tip_title#131,Tadashi Miura,tip_title#131,三浦正
tip_explanation#131,"A detective attached to the Wakayama North Police Station's Community Safety Division. Rank: Sergeant.
He arrived on the island to investigate the Kobayakawa family's disappearance.
He is racking his brain over the many suspicious elements, such as the entire family vanishing and no trace of them leaving the island.",tip_explanation#131,三浦正
tip_title#132,Mio Fell in the Sea,tip_title#132,澪が海に落ちた
tip_explanation#132,"July 22nd, before noon.
As Mio rode her bicycle down the hill to welcome Shinpei,
she carried too much momentum and plummeted into the sea.
There was a slight accident where Shinpei caught a glimpse of her striped underwear,
but fortunately, she was uninjured.",tip_explanation#132,澪が海に落ちた
tip_title#133,Mio's Feelings,tip_title#133,澪の想い
tip_explanation#133,"Mio mustered her courage and confessed her feelings. But Shinpei did not reciprocate. To him, Mio is a precious younger sister, and he could not view her as a romantic interest. Even though she knew this, Mio's chest tightened with a painful ache. But it is also true she feels much lighter than when she kept her feelings bottled up inside; perhaps this was a rite of passage for her to move forward.",tip_explanation#133,澪の想い
tip_title#134,Hizuru Minakata ①,tip_title#134,南方ひづる①
tip_explanation#134,"The true identity of the masked author ""Ryunosuke Nagumo""; her real name is Hizuru Minakata.
A Hitogashima Island native of unknown age.
A tall beauty who wears glasses and boasts a G-cup chest.
She seems to be using a gun to fight the Shadows, but her reasons and goals are unknown.",tip_explanation#134,南方ひづる①
tip_title#135,Hizuru Minakata ②,tip_title#135,南方ひづる②
tip_explanation#135,"A woman native to Hitogashima Island. Born July 7, 1989. 14 years ago, middle-schooler Hizuru and Haine were close friends. But one day, driven to madness by hunger, Haine devoured and killed Hizuru's younger brother, Ryunosuke. Agonizing with guilt over killing her best friend's brother, Haine's persona burst out along with Ryunosuke's data. Ryunosuke's data entered Hizuru, and ever since, the Shadow Ryunosuke has resided within her.",tip_explanation#135,南方ひづる②
tip_title#136,Ryunosuke Minakata ①,tip_title#136,南方竜之介①
tip_explanation#136,"Ryunosuke Minakata ① Hizuru's twin brother found dead on Mt. Takanosu 14 years ago. Police ruled wild dogs; Hizuru claimed murder due to strangulation marks among bite wounds. Autopsy cited hemorrhagic shock, closing the case. Nezu used his name during Koba Mart and at a festival, motive unknown. [Summarized - see notes]",tip_explanation#136,南方竜之介①
tip_title#137,Ryunosuke Minakata ②,tip_title#137,南方竜之介②
tip_explanation#137,"Hizuru Minakata's twin brother. A middle-schooler born on July 7, 1989.
He lives together with his father Tora and mother Tsukiko as a family of four.
Unlike the cool-headed Hizuru, he possesses a sociable and friendly personality.
He is also close friends with Shiori Kobayakawa's mother, Asako (maiden name Isogane).",tip_explanation#137,南方竜之介②
tip_title#138,Ryunosuke Minakata ③,tip_title#138,南方竜之介③
tip_explanation#138,"It seemed Ryunosuke's life was lost in the tragedy 14 years ago. However, because Ryunosuke's data, which Haine scanned, entered Hizuru, Ryunosuke's mind continues to live on within Hizuru. When Hizuru ties her hair up, their personalities can swap, and while Ryunosuke controls the body, he can move beyond human limits utilizing the power of a Shadow. On Hizuru's palm, a burn-like mark remains from where Ryunosuke was printed.",tip_explanation#138,南方竜之介③
tip_title#139,Corpse Armor,tip_title#139,骸の鎧
tip_explanation#139,"Created by Nayuta Karikiri's second generation for wartime use, it remains in continuous development. Formed from deteriorated Shadowness. Retains no data; Shide controls via consciousness transfer. Can reshape or extend but lacks flatting/copying capabilities. Interior acts as subspace, blocking external harm. Extremely powerful yet hides a deeper mystery. [Summarized - see notes]",tip_explanation#139,骸の鎧
tip_title#140,Mesopotamian Civilization,tip_title#140,メソポタミア文明
tip_explanation#140,"Around 3000 BC, the world's oldest urban civilization arose in Mesopotamia's Tigris-Euphrates basin. Frequent floods inspired theories linking its history to Noah's Ark. Sou Hishigata proposed ""Mesopotamian Civilization"" as a password for Shadows vs humans, chosen via word association from ""Mountain/River. [Summarized - see notes]",tip_explanation#140,メソポタミア文明
tip_title#141,Eye Color,tip_title#141,目の色
tip_explanation#141,"The color of Shinpei Ajiro's right eye had changed from before.
Shinpei himself has no idea when or why it changed.",tip_explanation#141,目の色
tip_title#142,Immunity,tip_title#142,免疫
tip_explanation#142,"Even if you contract Shadow Sickness, killing your born Shadow grants permanent immunity. This state, likened to measles, prevents future copies. Immunity reduces life-targeting risks from Shadows and eliminates memory theft by duplicates. [Summarized - see notes]",tip_explanation#142,免疫
tip_title#143,Yamabiko,tip_title#143,ヤマビコ
tip_explanation#143,"Shide's armor is equipped with a special ability called ""Yamabiko,""
which can redirect any energy it receives straight back at the opponent.",tip_explanation#143,ヤマビコ
tip_title#144,Restaurant Kofune,tip_title#144,洋食コフネ
tip_explanation#144,"Established in 1994. The only Western-style restaurant on Hitogashima Island.
While every islander has surely visited at least once,
it also enjoys a very good reputation among tourists.
It is especially bustling during lunchtime;
the A-Lunch Pork Cutlet, B-Lunch Fried White Fish,
and C-Lunch Neapolitan boast unforgettable flavors once you've tasted them.",tip_explanation#144,洋食コフネ
tip_title#145,Yoshikawa Lines,tip_title#145,吉川線
tip_explanation#145,"Marks left on the victim's neck.
They indicate that the victim resisted,
making the possibility of suicide extremely low.",tip_explanation#145,吉川線
tip_title#146,Loop Rules,tip_title#146,ループのルール
tip_explanation#146,"When Shinpei dies, time rewinds and he can try again.
However, with each successive loop,
the amount of time he can rewind gradually grows shorter,
and any events that occurred prior to the time he rewound to become
""locked-in"" events that can never be overturned.
It seems loops are not omnipotent.",tip_explanation#146,ループのルール
tip_title#147,Concerns Regarding the Loop,tip_title#147,ループへの懸念
tip_explanation#147,"Shadows' July 24th festival massacre begins. Shinpei considers using time loops to prevent it, but faces uncertainty about activation conditions—dying may not trigger a loop or send him forward. His focus remains on surviving to protect Mio and honor Ushio's promise. [Summarized - see notes]",tip_explanation#147,ループへの懸念
tip_title#148,Ros and Guildenstern,tip_title#148,ロズとギル
tip_explanation#148,"The stray Shadows Haine assigned to guard Tokiko. Their official names are Rosencrantz and Guildenstern. Tokiko named them after characters from Shakespeare's Hamlet. Ros has an absentminded personality, while Guil, whose right hand is injured, is short-tempered. Shadows entirely specialized for combat like them are called Hitodenashi (Inhuman); by sacrificing their human forms, their combat prowess improves in exchange for lower intelligence.",tip_explanation#148,ロズとギル
tip_title#149,1st END,tip_title#149,１度目のＥＮＤ
tip_explanation#149,"July 23rd, 3:00 PM. Shinpei and Mio spot Shiori at Hitogashima Shrine, chase her into the sacred forest. They reunite with a wounded woman near the 4th gun battery ruins. She tries to warn Shinpei before being shot by an unseen attacker. Turning back, Shinpei sees Mio holding a handgun—the school-uniformed Mio shoots the other Mio, then aims at Shinpei. [Summarized - see notes]",tip_explanation#149,１度目のＥＮＤ
tip_title#150,2nd END,tip_title#150,２度目のＥＮＤ
tip_explanation#150,"July 22nd, 9:00 AM. Shinpei ponders July 22nd at 9 AM. Totsumura patrols; Mio stands in uniform instead of bathing. She stabs him, spawns a Totsumura clone that replaces the real one. Shinpei witnesses and is murdered again by Mio. [Summarized - see notes]",tip_explanation#150,２度目のＥＮＤ
tip_title#151,3rd END,tip_title#151,３度目のＥＮＤ
tip_explanation#151,"July 24th, 9 PM: Summer Festival climax triggers Umi-okuri-induced Shadow outbreak. Shinpei saved by Ryunosuke Nagumo (shotgun), who confronts four-armed Shadow. Shadows' leader ""Mother"" emerges; Shinpei begs to be killed to stop the massacre. [Summarized - see notes]",tip_explanation#151,３度目のＥＮＤ
tip_title#152,4th END,tip_title#152,４度目のＥＮＤ
tip_explanation#152,"Jul 23: Joining Shadow Ushio, Shinpei's team travels to Hiruko Cave, meeting Haine—the shadow ringleader posing as Shiori for mass slaughter. They confront the four-armed Shadow blocking their path, but Shinpei loops by consuming Old Ward poison after Shadows try stopping his suicide. [Summarized - see notes]",tip_explanation#152,４度目のＥＮＤ
tip_title#153,5th END,tip_title#153,５度目のＥＮＤ
tip_explanation#153,"July 22nd, before 7:00 AM. Shinpei's team gains Hizuru/Nezu's trust via memory-sharing. They plot to destroy Haine at Koba Mart but fail; Shadows kill them. Haine tracks Shinpei through his brand; he survives Ushio's throat-cutting loop. [Summarized - see notes]",tip_explanation#153,５度目のＥＮＤ
tip_title#154,6th END,tip_title#154,６度目のＥＮＤ
tip_explanation#154,"July 22nd, 8:00 AM.
All-out warfare is the only way to counter Haine and Shide.
Shinpei decides to share Ushio's memories with his comrades,
uniting their strength to intercept Haine.
However, Shinpei's consciousness is suddenly cut short,
and he is thrust back into the past once again.",tip_explanation#154,６度目のＥＮＤ
tip_title#155,7th END,tip_title#155,７度目のＥＮＤ
tip_explanation#155,"July 23rd, before 2:00 AM.
Shide's true identity was Masahito Karikiri.
Storming the Hitogashima Shrine, Shinpei demands to know why he killed his parents.
He succeeds in defeating Karikiri, who does nothing but smile fearlessly,
but Ushio is suddenly killed by another Karikiri appearing from behind.",tip_explanation#155,７度目のＥＮＤ
tip_title#156,8th END,tip_title#156,８度目のＥＮＤ
